epoch,learning_times,real_time,,,,
707,523,0.634042978,,,,
708,734,0.89457202,,,,
709,548,0.669086933,,,,
710,573,0.704856157,,,,
711,492,0.600950003,,,,
712,514,0.62282896,,,,
713,527,0.643741131,,,,
714,790,0.959365845,,,,
715,833,1.052222013,,,,
716,511,0.629156828,,,,
717,650,0.788112164,,,,
718,534,0.649454117,,,,
719,619,0.770011902,,,,
720,543,0.66252017,,,,
721,454,0.549988747,,,,
722,562,0.688766956,,,,
723,615,0.748378038,,,,
724,660,0.797168016,,,,
725,520,0.632561922,,,,
726,445,0.546335936,,,,
727,684,0.828210831,,,,
728,690,0.842356443,,,,
729,548,0.70663023,,,,
730,463,0.560415983,,,,
731,752,0.912703991,,,,
732,547,0.66564393,,,,
733,488,0.600546837,,,,
734,545,0.666107893,,,,
735,564,0.687157154,,,,
736,454,0.573890686,,,,
737,652,0.792972088,,,,
738,513,0.626379967,,,,
739,514,0.625713825,,,,
740,500,0.609680176,,,,
741,537,0.653491974,,,,
742,553,0.669730186,,,,
743,548,0.678143024,,,,
744,492,0.63479495,,,,
745,540,0.664735079,,,,
746,442,0.542957783,,,,
747,449,0.54659009,,,,
748,587,0.718122959,,,,
749,561,0.688360214,,,,
750,449,0.551101923,,,,
751,569,0.693843842,,,,
752,483,0.591436863,,,,
753,477,0.600447893,,,,
754,579,0.701035023,,,,
755,688,0.833907127,,,,
756,550,0.672124147,,,,
757,572,0.692494631,,,,
758,488,0.591218948,,,,
759,600,0.765080929,,,,
760,444,0.540948153,,,,
761,481,0.587028027,,,,
762,535,0.648819923,,,,
763,698,0.848241806,,,,
764,570,0.690481186,,,,
765,542,0.658181906,,,,
766,651,0.796470165,,,,
767,486,0.591852903,,,,
768,517,0.627965927,,,,
769,723,0.872955084,,,,
770,523,0.635665894,,,,
771,503,0.614071131,,,,
772,579,0.701839209,,,,
773,539,0.659921885,,,,
774,563,0.718370676,,,,
775,620,0.759515047,,,,
776,578,0.800066233,,,,
777,498,0.603497028,,,,
778,457,0.575062037,,,,
779,456,0.553436279,,,,
780,545,0.660985231,,,,
781,565,0.706182241,,,,
782,477,0.58360076,,,,
783,582,0.705405235,,,,
784,566,0.685815096,,,,
785,428,0.519556046,,,,
786,433,0.530340672,,,,
787,469,0.568470001,,,,
788,476,0.580829859,,,,
789,536,0.661296844,,,,
790,626,0.790033102,,,,
791,511,0.618477106,,,,
792,593,0.715242147,,,,
793,595,0.796285152,,,,
794,776,0.957763672,,,,
795,558,0.680865049,,,,
796,524,0.642261028,,,,
797,660,0.823513031,,,,
798,682,0.826719999,,,,
799,524,0.638818741,,,,
800,515,0.629456758,,,,
801,571,0.694334984,,,,
802,444,0.539133072,,,,
803,661,0.808904886,,,,
804,539,0.690577984,,,,
805,578,0.703298807,,,,
806,516,0.627792835,,,,
807,577,0.721312046,,,,
808,591,0.71501112,,,,
809,594,0.720851898,,,,
810,564,0.691445112,,,,
811,479,0.582180977,,,,
812,492,0.598890066,,,,
813,427,0.519654989,,,,
814,667,0.80887413,,,,
815,484,0.593704939,,,,
816,645,0.782922983,,,,
817,464,0.568418026,,,,
818,941,1.179584026,,,,
819,502,0.611128807,,,,
820,538,0.653079748,,,,
821,475,0.575536251,,,,
822,538,0.658869982,,,,
823,476,0.580186129,,,,
824,500,0.609756947,,,,
825,554,0.692388296,,,,
826,491,0.602496862,,,,
827,673,0.812712908,,,,
828,528,0.642362118,,,,
829,464,0.57438612,,,,
830,559,0.676297188,,,,
831,580,0.70527792,,,,
832,489,0.601229906,,,,
833,558,0.676041126,,,,
834,655,0.864183187,,,,
835,576,0.699217796,,,,
836,540,0.672619104,,,,
837,509,0.616617918,,,,
838,594,0.718695879,,,,
839,495,0.606179714,,,,
840,617,0.749411106,,,,
841,455,0.576702833,,,,
842,414,0.502724171,,,,
843,707,0.854786873,,,,
844,623,0.757411003,,,,
845,543,0.657691002,,,,
846,452,0.547513008,,,,
847,667,0.818839073,,,,
848,420,0.547193289,,,,
849,503,0.610390186,,,,
850,486,0.590536833,,,,
851,580,0.709174871,,,,
852,454,0.551730156,,,,
853,629,0.764560223,,,,
854,470,0.575535774,,,,
855,487,0.593533039,,,,
856,404,0.495722055,,,,
857,516,0.625369787,,,,
858,483,0.586926937,,,,
859,481,0.582983017,,,,
860,420,0.515964031,,,,
861,451,0.547420979,,,,
862,533,0.64832902,,,,
863,576,0.705605268,,,,
864,516,0.6239748,,,,
865,588,0.751178026,,,,
866,581,0.705712795,,,,
867,571,0.71010375,,,,
868,646,0.781431913,,,,
869,544,0.658508062,,,,
870,428,0.543516159,,,,
871,435,0.531738758,,,,
872,461,0.559792042,,,,
873,480,0.585523129,,,,
874,538,0.651551247,,,,
875,495,0.603404045,,,,
876,407,0.49869895,,,,
877,563,0.68176198,,,,
878,448,0.545496941,,,,
879,551,0.675627947,,,,
880,456,0.552539825,,,,
881,467,0.602527142,,,,
882,493,0.59721899,,,,
883,493,0.597100019,,,,
884,626,0.760370731,,,,
885,585,0.712165117,,,,
886,615,0.748042107,,,,
887,534,0.651023865,,,,
888,465,0.583917856,,,,
889,496,0.600444078,,,,
890,515,0.625421047,,,,
891,494,0.602295876,,,,
892,533,0.647406816,,,,
893,585,0.708153009,,,,
894,467,0.574965954,,,,
895,569,0.687005997,,,,
896,695,0.877815962,,,,
897,385,0.468214035,,,,
898,479,0.582578897,,,,
899,547,0.681816101,,,,
900,502,0.608832121,,,,
901,458,0.553359032,,,,
902,512,0.628140926,,,,
903,672,0.819774866,,,,
904,560,0.67916584,,,,
905,579,0.701785088,,,,
906,473,0.58187604,,,,
907,472,0.576696157,,,,
908,518,0.627977133,,,,
909,532,0.650966883,,,,
910,545,0.663590908,,,,
911,496,0.600467205,,,,
912,586,0.742530823,,,,
913,597,0.724725962,,,,
914,484,0.591046095,,,,
915,573,0.693340778,,,,
916,612,0.743396044,,,,
917,487,0.614440918,,,,
918,688,0.838851929,,,,
919,680,0.819483995,,,,
920,480,0.584004879,,,,
921,664,0.807542086,,,,
922,526,0.639210939,,,,
923,557,0.675189972,,,,
924,551,0.67869401,,,,
925,544,0.664792061,,,,
926,453,0.58980298,,,,
927,590,0.720569849,,,,
928,478,0.59327507,,,,
929,584,0.786533833,,,,
930,409,0.498466969,,,,
931,608,0.739376068,,,,
932,505,0.618283033,,,,
